"birthName","rdf-schema#label","award_label","birthDate","birthYear","birthPlace_label","deathDate","deathPlace_label","citizenship_label","nationality_label","stateOfOrigin_label","almaMater_label","field_label","22-rdf-syntax-ns#type_label","nobel_prize"
"NULL","Élie Metchnikoff","Nobel Prize in Physiology or Medicine","1845-05-16","1845-01-01T00:00:00+02:00","{Kharkiv Oblast|Ukraine|Russian Empire|Kharkov Governorate|Kupiansk Raion}","1916-07-15","{Paris|France}","NULL","Russian Federation","NULL","NULL","NULL","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Immunologists|JewishScientists|UkrainianPeopleOfRomanianDescent|Acquirer109764201|AlumniOfKharkivUniversity|Alumnus109786338|CausalAgent100007347|Creator109614315|Honoree110183757|Immunologist110199902|Intellectual109621545|Inventor110214637|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|MedicalScientist110306004|PhysicalEntity100001930|RussianInventors|RussianNobelLaureates|RussianPeopleOfUkrainianDescent|RussianScientists|NobelLaureatesInPhysiologyOrMedicine|PeopleFromKharkivOblast|YagoLegalActor}","Nobel Prize in Physiology or Medicine"
"NULL","Rudolf Christoph Eucken","NULL","1846-01-05","1846-01-01T00:00:00+02:00","{Kingdom of Hanover|Aurich|German Confederation}","1926-09-15","{Thuringia|Weimar Republic|Jena}","NULL","NULL","NULL","NULL","NULL","{agent|person|philosopher|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Philosopher|GermanNobelLaureates|GermanPhilosophers|Acquirer109764201|CausalAgent100007347|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Philosopher110423589|Recipient109627906|Scholar110557854|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|MoralPhilosophers|NobelLaureatesInLiterature|PeopleFromAurich|PeopleFromTheKingdomOfHanover|YagoLegalActor}","Nobel Prize in Literature"
"Henryk Adam Aleksander Pius Sienkiewicz","Henryk Sienkiewicz","NULL","1846-05-05","1846-01-01T00:00:00+02:00","{Wola Okrzejska|Congress Poland}","1916-11-15","{Switzerland|Vevey}","NULL","Poland","NULL","NULL","NULL","{agent|artist|person|writer|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Artist|Writer|Acquirer109764201|CausalAgent100007347|Communicator109610660|Honoree110183757|Laureate110249011|LivingThing100004258|Novelist110363573|Object100002684|Organism100004475|Person100007846|Recipient109627906|Whole100003553|Writer110794014|YagoLegalActorGeo|PhysicalEntity100001930|RomanCatholicWriters|NobelLaureatesInLiterature|PeopleFrom%C5%81uk%C3%B3wCounty|PolishHistoricalNovelists|PolishNobelLaureates|PolishNovelists|PolishWriters|YagoLegalActor}","Nobel Prize in Literature"
"NULL","Otto Wallach","Nobel Prize in Chemistry","1847-03-27","1847-01-01T00:00:00+02:00","{Kingdom of Prussia|Königsberg}","1931-02-26","{Göttingen|Weimar Republic}","NULL","Germany","NULL","University of Göttingen","Organic chemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|GermanChemists|GermanNobelLaureates|GermanPeopleOfJewishDescent|Acquirer109764201|CausalAgent100007347|Chemist109913824|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|NobelLaureatesInChemistry|PeopleFromK%C3%B6nigsberg|PeopleFromTheProvinceOfPrussia|YagoLegalActor}","Nobel Prize in Chemistry"
"NULL","Ivan Pavlov","Nobel Prize in Physiology or Medicine","{1849-09-14|1849-09-26}","1849-01-01T00:00:00+02:00","{Ryazan|Russian Empire}","1936-02-27","{Soviet Union|Saint Petersburg}","NULL","Russian Federation","NULL","Saint Petersburg State University","{Physician|Physiology}","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|Acquirer109764201|Alumnus109786338|AnimalTrainer110159045|AnimalTrainers|Atheist109820044|Biologist109855630|CausalAgent100007347|Disbeliever110015897|Educationist110045454|Expert109617867|Honoree110183757|Intellectual109621545|Laureate110249011|Leader109623038|LivingThing100004258|NonreligiousPerson109625789|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|Specialist110631941|Trainer110722575|Whole100003553|YagoLegalActorGeo|Zoologist110806222|Ethologist110065911|Ethologists|PhysicalEntity100001930|RussianAtheists|RussianEducationists|RussianNobelLaureates|RussianScientists|SaintPetersburgStateUniversityAlumni|SovietScientists|NobelLaureatesInPhysiologyOrMedicine|PeopleFromRyazan|PeopleFromSaintPetersburg|YagoLegalActor}","Nobel Prize in Physiology or Medicine"
"NULL","Charles Richet","Nobel Prize in Physiology or Medicine","1850-08-25","1850-01-01T00:00:00+02:00","Paris","{1850-08-25|1935-12-04}","Paris","NULL","NULL","NULL","NULL","NULL","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|Acquirer109764201|Biologist109855630|CausalAgent100007347|Communicator109610660|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Occultist110370381|Organism100004475|Person100007846|Physiologist110429965|Psychologist110488865|Recipient109627906|Scientist110560637|Whole100003553|Writer110794014|YagoLegalActorGeo|FrenchNobelLaureates|FrenchOccultists|FrenchPhysiologists|FrenchWritersOnParanormalTopics|Parapsychologist110398806|PhysicalEntity100001930|NobelLaureatesInPhysiologyOrMedicine|Parapsychologists|YagoLegalActor}","Nobel Prize in Physiology or Medicine"
"NULL","Karl Ferdinand Braun","Nobel Prize in Physics","1850-06-06","1850-01-01T00:00:00+02:00","{Electorate of Hesse|Fulda|German Confederation}","1918-04-20","Brooklyn","NULL","Germany","NULL","{Humboldt University of Berlin|University of Marburg}","Physics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|GermanInventors|GermanNobelLaureates|GermanPhysicists|Acquirer109764201|CausalAgent100007347|Creator109614315|Honoree110183757|Inventor110214637|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Physicist110428004|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|ExperimentalPhysicists|PhysicalEntity100001930|NobelLaureatesInPhysics|PeopleFromFulda|PeopleFromTheElectorateOfHesse|YagoLegalActor}","Nobel Prize in Physics"
"NULL","Léon Bourgeois","NULL","1851-05-21","1851-01-01T00:00:00+02:00","Paris","1925-09-29","Épernay","NULL","NULL","NULL","NULL","NULL","{agent|person|politician|prime minister|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Politician|PrimeMinister_HeadOfGovernment|Lawgiver110249270|Acquirer109764201|Administrator109770949|Captain109893015|CausalAgent100007347|Communicator109610660|Defender109614684|Executive110069645|Head110162991|HeadOfState110164747|Honoree110183757|Laureate110249011|Lawman110249459|Leader109623038|Legislator110253995|LivingThing100004258|Minister110320863|Negotiator110351874|Object100002684|Organism100004475|Person100007846|Policeman110448983|Politician110451263|President110467179|Recipient109627906|Representative110522035|Senator110578471|Whole100003553|YagoLegalActorGeo|ForeignMinister110103794|FrenchForeignMinisters|FrenchInteriorMinisters|FrenchMinistersOfJustice|FrenchNobelLaureates|FrenchPoliceChiefs|FrenchSenatorsOfTheThirdRepublic|PhysicalEntity100001930|Preserver110466918|PresidentsOfTheAssemblyOfTheLeagueOfNations|PresidentsOfTheSenateOfFrance|PrimeMinistersOfFrance|RadicalParty(France)Politicians|NobelPeacePrizeLaureates|PeopleFromParis|YagoLegalActor}","Nobel Peace Prize"
"NULL","Jacobus Henricus van 't Hoff","Nobel Prize in Chemistry","1852-08-30","1852-01-01T00:00:00+02:00","Rotterdam","1911-03-01","{German Empire|Steglitz}","NULL","NULL","NULL","{Utrecht University|Delft University of Technology|Leiden University|University of Bonn|University of Paris}","{Organic chemistry|Physical chemistry}","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|LeidenUniversityAlumni|UtrechtUniversityAlumni|Acquirer109764201|Alumnus109786338|CausalAgent100007347|Chemist109913824|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|DutchChemists|DutchNobelLaureates|DutchPhysicalChemists|PhysicalEntity100001930|NobelLaureatesInChemistry|PeopleFromRotterdam|PhysicalChemists|YagoLegalActor}","Nobel Prize in Chemistry"
"NULL","Paul-Henri-Benjamin d'Estournelles de Constant","NULL","1852-11-22","1852-01-01T00:00:00+02:00","NULL","1924-05-15","NULL","NULL","NULL","NULL","NULL","NULL","{agent|person|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Lyc%C3%A9eLouis-le-GrandAlumni|Acquirer109764201|Alumnus109786338|Aristocrat109807754|Baron109840520|BaronsOfConstantDeR%C3%A9becque|CausalAgent100007347|Diplomat110013927|Honoree110183757|Intellectual109621545|Laureate110249011|Leader109623038|LivingThing100004258|Noble110271677|Object100002684|Official110372373|Organism100004475|Person100007846|Politician110451263|Recipient109627906|Scholar110557854|SkilledWorker110605985|Whole100003553|Worker109632518|YagoLegalActorGeo|FrenchDiplomats|FrenchNobelLaureates|MaleAristocrat110285135|PhysicalEntity100001930|NobelPeacePrizeLaureates|PoliticiansOfTheFrenchThirdRepublic|YagoLegalActor}","Nobel Peace Prize"
"NULL","Henri Becquerel","Nobel Prize in Physics","1852-12-15","1852-01-01T00:00:00+02:00","{Paris|Second French Empire}","1908-08-25","{Brittany|French Third Republic|Second French Empire|Le Croisic}","NULL","NULL","NULL","{École Polytechnique|École des ponts ParisTech}","{Chemistry|Physics}","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|Acquirer109764201|AlumniOfThe%C3%89colePolytechnique|Alumnus109786338|CausalAgent100007347|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|NuclearPhysicist110364643|Object100002684|Organism100004475|Person100007846|Physicist110428004|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|ExperimentalPhysicists|FrenchNobelLaureates|FrenchNuclearPhysicists|FrenchPhysicists|PhysicalEntity100001930|NobelLaureatesInPhysics|PeopleFromParis|YagoLegalActor}","Nobel Prize in Physics"
"Ferdinand Frederick Henri Moissan","Henri Moissan","{Davy Medal|Nobel Prize in Chemistry|Elliott Cresson Medal}","1852-09-28","1852-01-01T00:00:00+02:00","{Paris|France}","1907-02-20","{Paris|France}","NULL","France","NULL","{École pratique des hautes études|Coll%C3%A8ge_de_Meaux}","Chemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|InorganicChemists|Acquirer109764201|CausalAgent100007347|Chemist109913824|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|FrenchChemists|FrenchNobelLaureates|PhysicalEntity100001930|NobelLaureatesInChemistry|PeopleFromParis|YagoLegalActor}","Nobel Prize in Chemistry"
"NULL","Albert Abraham Michelson","{Henry Draper Medal|Nobel Prize in Physics|Copley Medal}","{1852-12-19|1852-12-29}","1852-01-01T00:00:00+02:00","{Kingdom of Prussia|Strzelno}","1931-05-09","Pasadena California","NULL","NULL","NULL","{Humboldt University of Berlin|United States Naval Academy}","Physics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|JewishAgnostics|JewishInventors|JewishScientists|UnitedStatesNavalAcademyAlumni|UnitedStatesNavyOfficers|Acquirer109764201|Agnostic109779124|Alumnus109786338|AmericanAgnostics|AmericanPeopleOfGerman-JewishDescent|AmericanPhysicists|CausalAgent100007347|Creator109614315|Honoree110183757|Intellectual109621545|Inventor110214637|Laureate110249011|LivingThing100004258|MilitaryOfficer110317007|Object100002684|Organism100004475|Person100007846|Physicist110428004|Recipient109627906|Scholar110557854|Scientist110560637|Serviceman110582746|SkilledWorker110605985|Whole100003553|Worker109632518|YagoLegalActorGeo|ExperimentalPhysicists|PhysicalEntity100001930|NobelLaureatesInPhysics|OpticalPhysicists|PeopleFromStrzelno|PeopleFromTheProvinceOfPosen|YagoLegalActor}","Nobel Prize in Physics"
"Hermann Emil Louis Fischer","Hermann Emil Fischer","{Nobel Prize in Chemistry|Elliott Cresson Medal}","1852-10-09","1852-01-01T00:00:00+02:00","{Rhine Province|Euskirchen}","1919-07-15","Berlin","NULL","NULL","NULL","{University of Strasbourg|University of Bonn}","Chemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|GermanBiochemists|GermanNobelLaureates|Acquirer109764201|Biochemist109854915|CausalAgent100007347|Chemist109913824|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|ScientistsWhoCommittedSuicide|NobelLaureatesInChemistry|OrganicChemists|PeopleFromEuskirchen|PeopleFromTheRhineProvince|YagoLegalActor}","Nobel Prize in Chemistry"
"NULL","Santiago Ramón y Cajal","Nobel Prize in Physiology or Medicine","1852-05-01","1852-01-01T00:00:00+02:00","{Spain|Aragon|Navarre|Petilla de Aragón}","{1934-10-17|1934-10-18}","{Spain|Madrid}","NULL","Spain","NULL","NULL","Neuroscience","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|Academician109759069|AcademicsOfTheComplutenseUniversityOfMadrid|Acquirer109764201|Adult109605289|Anatomist109792237|Anatomists|Biologist109855630|CausalAgent100007347|Diagnostician110011074|Doctor110020890|Educator110045713|Expert109617867|HealthProfessional110165109|Honoree110183757|Laureate110249011|LivingThing100004258|Neuroscientist110354580|Object100002684|Organism100004475|Person100007846|Professional110480253|Recipient109627906|Scientist110560637|Specialist110632576|Whole100003553|YagoLegalActorGeo|MedicalPractitioner110305802|PhysicalEntity100001930|SpanishNobelLaureates|SpanishPhysicians|NavarresePeople|Neurobiologist110353928|Neuroscientists|NobelLaureatesInPhysiologyOrMedicine|Pathologists|YagoLegalActor}","Nobel Prize in Physiology or Medicine"
"NULL","William Ramsay","{Nobel Prize in Chemistry|Elliott Cresson Medal}","1852-10-02","1852-01-01T00:00:00+02:00","Glasgow","1916-07-23","{Buckinghamshire|High Wycombe}","NULL","NULL","NULL","{University of Tübingen|University of Strathclyde}","Chemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|HonoraryFellowsOfTheRoyalSocietyOfEdinburgh|19th-centuryChemists|19th-centuryScottishPeople|20th-centuryChemists|20th-centuryScottishPeople|Academician109759069|AcademicsOfTheUniversityOfBristol|AcademicsOfTheUniversityOfGlasgow|AcademicsOfTheUniversityOfStrathclyde|AcademicsOfUniversityCollegeLondon|Acquirer109764201|Adult109605289|AlumniOfTheUniversityOfGlasgow|Alumnus109786338|Aristocrat109807754|Associate109816771|CausalAgent100007347|Chemist109913824|Colleague109935990|Creator109614315|Educator110045713|Honoree110183757|Intellectual109621545|Inventor110214637|Knight110238375|Laureate110249011|Leader109623038|LivingThing100004258|Object100002684|Organism100004475|Peer109626238|Person100007846|Professional110480253|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|DiscoverersOfChemicalElements|FellowsOfTheRoyalSociety|MaleAristocrat110285135|PhysicalEntity100001930|ScottishChemists|ScottishKnights|ScottishNobelLaureates|NobelLaureatesInChemistry|PeopleEducatedAtGlasgowAcademy|PeopleFromGlasgow|YagoLegalActor}","Nobel Prize in Chemistry"
"Heike Kamerlingh Onnes","Heike Kamerlingh Onnes","NULL","1853-09-21","1853-01-01T00:00:00+02:00","Groningen","1926-02-21","Leiden","NULL","NULL","NULL","{Heidelberg University|University of Groningen}","Physics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|Acquirer109764201|CausalAgent100007347|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Physicist110428004|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|DutchNobelLaureates|DutchPhysicists|PhysicalEntity100001930|NobelLaureatesInPhysics|PeopleFromGroningen(city)|YagoLegalActor}","Nobel Prize in Physics"
"NULL","Hendrik Lorentz","NULL","1853-07-18","1853-01-01T00:00:00+02:00","{Netherlands|Arnhem}","1928-02-04","{Netherlands|Haarlem}","NULL","Netherlands","NULL","Leiden University","Physics","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|PersonWithOccupation|Scientist|LeidenUniversityAlumni|TheoreticalPhysicists|Acquirer109764201|Alumnus109786338|CausalAgent100007347|Honoree110183757|Intellectual109621545|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Physicist110428004|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|DutchNobelLaureates|DutchPhysicists|PhysicalEntity100001930|NobelLaureatesInPhysics|PeopleFromArnhem|YagoLegalActor}","Nobel Prize in Physics"
"NULL","Albrecht Kossel","Nobel Prize in Physiology or Medicine","1853-09-16","1853-01-01T00:00:00+02:00","{Germany|Rostock}","1927-07-05","{Germany|Heidelberg}","NULL","NULL","NULL","{University of Rostock|University of Strasbourg}","NULL","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|GermanNobelLaureates|GermanPhysiologists|Acquirer109764201|Biologist109855630|CausalAgent100007347|Honoree110183757|Laureate110249011|LivingThing100004258|Object100002684|Organism100004475|Person100007846|Physiologist110429965|Recipient109627906|Scientist110560637|Whole100003553|YagoLegalActorGeo|PhysicalEntity100001930|NobelLaureatesInPhysiologyOrMedicine|PeopleFromMecklenburg-Schwerin|PeopleFromRostock|YagoLegalActor}","Nobel Prize in Physiology or Medicine"
"Friedrich Wilhelm Ostwald","Wilhelm Ostwald","Nobel Prize in Chemistry","1853-09-02","1853-01-01T00:00:00+02:00","{Latvia|Riga|Governorate of Livonia|Russian Empire}","1932-04-04","{Leipzig|Weimar Republic|Großbothen}","NULL","Germany","NULL","University of Tartu","Chemistry","{agent|person|scientist|owl#Thing|Person|Q215627|Q5|DUL.owl#Agent|DUL.owl#NaturalPerson|Scientist|GermanChemists|GermanNobelLaureates|Acquirer109764201|Adult109605289|Alumnus109786338|Associate109816771|Baltic-GermanPeople|CausalAgent100007347|Chemist109913824|Colleague109935990|Educator110045713|Honoree110183757|Intellectual109621545|Laureate110249011|Lector110252222|LivingThing100004258|Object100002684|Organism100004475|Peer109626238|Person100007846|Professional110480253|Recipient109627906|Scholar110557854|Scientist110560637|Whole100003553|YagoLegalActorGeo|FaradayLecturers|FellowsOfTheLeopoldina|PhysicalEntity100001930|RigaTechnicalUniversityAlumni|NobelLaureatesInChemistry|PeopleFromRiga|PeopleFromTheGovernorateOfLivonia|PhysicalChemists|YagoLegalActor}","Nobel Prize in Chemistry"
